Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.1 (lin64) Build 3526262 Mon Apr 18 15:47:01 MDT 2022
| Date         : Wed May 22 19:46:56 2024
| Host         : amy running 64-bit NixOS 23.11 (Tapir)
| Command      : report_utilization -hierarchical -file util_coyote.csv
| Design       : cyt_top
| Device       : xcu280-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Routed
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------------------+------------+------------+---------+------+--------+--------+--------+------+------------+
|                                                                        Instance                                                                       |                                                  Module                                                  | Total LUTs | Logic LUTs | LUTRAMs | SRLs |   FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|             (U_ICON_INTERFACE)                                                                                                                        |                                                                                  dbg_hub_xsdbm_v3_0_0_if |          6 |          6 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|             U_CMD1                                                                                                                                    |                                                                             dbg_hub_xsdbm_v3_0_0_ctl_reg |          6 |          6 |       0 |    0 |     20 |      0 |      0 |    0 |          0 |
|             U_CMD2                                                                                                                                    |                                                                            dbg_hub_xsdbm_v3_0_0_stat_reg |          5 |          5 |       0 |    0 |     22 |      0 |      0 |    0 |          0 |
|             U_CMD3                                                                                                                                    |                                                            dbg_hub_xsdbm_v3_0_0_stat_reg__parameterized0 |          9 |          9 |       0 |    0 |     38 |      0 |      0 |    0 |          0 |
|             U_CMD4                                                                                                                                    |                                                             dbg_hub_xsdbm_v3_0_0_ctl_reg__parameterized0 |         20 |         20 |       0 |    0 |     62 |      0 |      0 |    0 |          0 |
|             U_CMD5                                                                                                                                    |                                                             dbg_hub_xsdbm_v3_0_0_ctl_reg__parameterized1 |          7 |          7 |       0 |    0 |     42 |      0 |      0 |    0 |          0 |
|             U_CMD6_RD                                                                                                                                 |                                                                               dbg_hub_xsdbm_v3_0_0_rdreg |         62 |         52 |      10 |    0 |    134 |      0 |      0 |    0 |          0 |
|               (U_CMD6_RD)                                                                                                                             |                                                                               dbg_hub_xsdbm_v3_0_0_rdreg |          2 |          2 |       0 |    0 |     20 |      0 |      0 |    0 |          0 |
|               U_RD_FIFO                                                                                                                               |                                                                              dbg_hub_xsdbm_v3_0_0_rdfifo |         60 |         50 |      10 |    0 |    114 |      0 |      0 |    0 |          0 |
|                 (U_RD_FIFO)                                                                                                                           |                                                                              dbg_hub_xsdbm_v3_0_0_rdfifo |         19 |         19 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                 SUBCORE_FIFO.xsdbm_v3_0_0_rdfifo_inst                                                                                                 |                                                           dbg_hub_fifo_generator_v13_1_4__parameterized0 |         41 |         31 |      10 |    0 |    114 |      0 |      0 |    0 |          0 |
|                   (SUBCORE_FIFO.xsdbm_v3_0_0_rdfifo_inst)                                                                                             |                                                           dbg_hub_fifo_generator_v13_1_4__parameterized0 |          0 |          0 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                   inst_fifo_gen                                                                                                                       |                                                     dbg_hub_fifo_generator_v13_1_4_synth__parameterized0 |         41 |         31 |      10 |    0 |    114 |      0 |      0 |    0 |          0 |
|                     gconvfifo.rf                                                                                                                      |                                                               dbg_hub_fifo_generator_top__parameterized0 |         41 |         31 |      10 |    0 |    114 |      0 |      0 |    0 |          0 |
|                       grf.rf                                                                                                                          |                                                           dbg_hub_fifo_generator_ramfifo__parameterized0 |         41 |         31 |      10 |    0 |    114 |      0 |      0 |    0 |          0 |
|                         gntv_or_sync_fifo.gcx.clkx                                                                                                    |                                                                                    dbg_hub_clk_x_pntrs_6 |         11 |         11 |       0 |    0 |     32 |      0 |      0 |    0 |          0 |
|                           (gntv_or_sync_fifo.gcx.clkx)                                                                                                |                                                                                    dbg_hub_clk_x_pntrs_6 |         10 |         10 |       0 |    0 |     16 |      0 |      0 |    0 |          0 |
|                           gnxpm_cdc.gsync_stage[1].rd_stg_inst                                                                                        |                                                               dbg_hub_synchronizer_ff__parameterized0_18 |          0 |          0 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                           gnxpm_cdc.gsync_stage[1].wr_stg_inst                                                                                        |                                                               dbg_hub_synchronizer_ff__parameterized0_19 |          0 |          0 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                           gnxpm_cdc.gsync_stage[2].rd_stg_inst                                                                                        |                                                               dbg_hub_synchronizer_ff__parameterized0_20 |          1 |          1 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                           gnxpm_cdc.gsync_stage[2].wr_stg_inst                                                                                        |                                                               dbg_hub_synchronizer_ff__parameterized0_21 |          1 |          1 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                         gntv_or_sync_fifo.gl0.rd                                                                                                      |                                                                         dbg_hub_rd_logic__parameterized0 |         14 |         14 |       0 |    0 |     19 |      0 |      0 |    0 |          0 |
|                           gr1.gr1_int.rfwft                                                                                                           |                                                                                          dbg_hub_rd_fwft |          7 |          7 |       0 |    0 |      8 |      0 |      0 |    0 |          0 |
|                           gras.rsts                                                                                                                   |                                                                            dbg_hub_rd_status_flags_as_16 |          0 |          0 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                           grhf.rhf                                                                                                                    |                                                             dbg_hub_rd_handshaking_flags__parameterized0 |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                           rpntr                                                                                                                       |                                                                                   dbg_hub_rd_bin_cntr_17 |          7 |          7 |       0 |    0 |      8 |      0 |      0 |    0 |          0 |
|                         gntv_or_sync_fifo.gl0.wr                                                                                                      |                                                                         dbg_hub_wr_logic__parameterized0 |          5 |          5 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|                           gwas.wsts                                                                                                                   |                                                                            dbg_hub_wr_status_flags_as_13 |          2 |          2 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                           gwhf.whf                                                                                                                    |                                                                          dbg_hub_wr_handshaking_flags_14 |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                           wpntr                                                                                                                       |                                                                                   dbg_hub_wr_bin_cntr_15 |          3 |          3 |       0 |    0 |     12 |      0 |      0 |    0 |          0 |
|                         gntv_or_sync_fifo.mem                                                                                                         |                                                                           dbg_hub_memory__parameterized0 |         10 |          0 |      10 |    0 |     32 |      0 |      0 |    0 |          0 |
|                           (gntv_or_sync_fifo.mem)                                                                                                     |                                                                           dbg_hub_memory__parameterized0 |          0 |          0 |       0 |    0 |     16 |      0 |      0 |    0 |          0 |
|                           gdm.dm_gen.dm                                                                                                               |                                                                                          dbg_hub_dmem_12 |         10 |          0 |      10 |    0 |     16 |      0 |      0 |    0 |          0 |
|                         rstblk                                                                                                                        |                                                                              dbg_hub_reset_blk_ramfifo_7 |          2 |          2 |       0 |    0 |     16 |      0 |      0 |    0 |          0 |
|                           (rstblk)                                                                                                                    |                                                                              dbg_hub_reset_blk_ramfifo_7 |          0 |          0 |       0 |    0 |     12 |      0 |      0 |    0 |          0 |
|                           ngwrdrst.grst.g7serrst.gwrrd_rst_sync_stage[1].rrst_inst                                                                    |                                                                                dbg_hub_synchronizer_ff_8 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                           ngwrdrst.grst.g7serrst.gwrrd_rst_sync_stage[1].wrst_inst                                                                    |                                                                                dbg_hub_synchronizer_ff_9 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                           ngwrdrst.grst.g7serrst.gwrrd_rst_sync_stage[2].rrst_inst                                                                    |                                                                               dbg_hub_synchronizer_ff_10 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                           ngwrdrst.grst.g7serrst.gwrrd_rst_sync_stage[2].wrst_inst                                                                    |                                                                               dbg_hub_synchronizer_ff_11 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|             U_CMD6_WR                                                                                                                                 |                                                                               dbg_hub_xsdbm_v3_0_0_wrreg |         41 |         31 |      10 |    0 |    110 |      0 |      0 |    0 |          0 |
|               (U_CMD6_WR)                                                                                                                             |                                                                               dbg_hub_xsdbm_v3_0_0_wrreg |          2 |          2 |       0 |    0 |     20 |      0 |      0 |    0 |          0 |
|               U_WR_FIFO                                                                                                                               |                                                                              dbg_hub_xsdbm_v3_0_0_wrfifo |         39 |         29 |      10 |    0 |     90 |      0 |      0 |    0 |          0 |
|                 (U_WR_FIFO)                                                                                                                           |                                                                              dbg_hub_xsdbm_v3_0_0_wrfifo |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                 SUBCORE_FIFO.xsdbm_v3_0_0_wrfifo_inst                                                                                                 |                                                                           dbg_hub_fifo_generator_v13_1_4 |         38 |         28 |      10 |    0 |     90 |      0 |      0 |    0 |          0 |
|                   (SUBCORE_FIFO.xsdbm_v3_0_0_wrfifo_inst)                                                                                             |                                                                           dbg_hub_fifo_generator_v13_1_4 |          0 |          0 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                   inst_fifo_gen                                                                                                                       |                                                                     dbg_hub_fifo_generator_v13_1_4_synth |         38 |         28 |      10 |    0 |     90 |      0 |      0 |    0 |          0 |
|                     gconvfifo.rf                                                                                                                      |                                                                               dbg_hub_fifo_generator_top |         38 |         28 |      10 |    0 |     90 |      0 |      0 |    0 |          0 |
|                       grf.rf                                                                                                                          |                                                                           dbg_hub_fifo_generator_ramfifo |         38 |         28 |      10 |    0 |     90 |      0 |      0 |    0 |          0 |
|                         gntv_or_sync_fifo.gcx.clkx                                                                                                    |                                                                                      dbg_hub_clk_x_pntrs |         11 |         11 |       0 |    0 |     32 |      0 |      0 |    0 |          0 |
|                           (gntv_or_sync_fifo.gcx.clkx)                                                                                                |                                                                                      dbg_hub_clk_x_pntrs |          9 |          9 |       0 |    0 |     16 |      0 |      0 |    0 |          0 |
|                           gnxpm_cdc.gsync_stage[1].rd_stg_inst                                                                                        |                                                                  dbg_hub_synchronizer_ff__parameterized0 |          0 |          0 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                           gnxpm_cdc.gsync_stage[1].wr_stg_inst                                                                                        |                                                                dbg_hub_synchronizer_ff__parameterized0_3 |          0 |          0 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                           gnxpm_cdc.gsync_stage[2].rd_stg_inst                                                                                        |                                                                dbg_hub_synchronizer_ff__parameterized0_4 |          1 |          1 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                           gnxpm_cdc.gsync_stage[2].wr_stg_inst                                                                                        |                                                                dbg_hub_synchronizer_ff__parameterized0_5 |          1 |          1 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                         gntv_or_sync_fifo.gl0.rd                                                                                                      |                                                                                         dbg_hub_rd_logic |         10 |         10 |       0 |    0 |     11 |      0 |      0 |    0 |          0 |
|                           gras.rsts                                                                                                                   |                                                                               dbg_hub_rd_status_flags_as |          2 |          2 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                           grhf.rhf                                                                                                                    |                                                                             dbg_hub_rd_handshaking_flags |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                           rpntr                                                                                                                       |                                                                                      dbg_hub_rd_bin_cntr |          8 |          8 |       0 |    0 |      8 |      0 |      0 |    0 |          0 |
|                         gntv_or_sync_fifo.gl0.wr                                                                                                      |                                                                                         dbg_hub_wr_logic |          5 |          5 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|                           gwas.wsts                                                                                                                   |                                                                               dbg_hub_wr_status_flags_as |          2 |          2 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                           gwhf.whf                                                                                                                    |                                                                             dbg_hub_wr_handshaking_flags |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                           wpntr                                                                                                                       |                                                                                      dbg_hub_wr_bin_cntr |          3 |          3 |       0 |    0 |     12 |      0 |      0 |    0 |          0 |
|                         gntv_or_sync_fifo.mem                                                                                                         |                                                                                           dbg_hub_memory |         10 |          0 |      10 |    0 |     16 |      0 |      0 |    0 |          0 |
|                           gdm.dm_gen.dm                                                                                                               |                                                                                             dbg_hub_dmem |         10 |          0 |      10 |    0 |     16 |      0 |      0 |    0 |          0 |
|                         rstblk                                                                                                                        |                                                                                dbg_hub_reset_blk_ramfifo |          2 |          2 |       0 |    0 |     16 |      0 |      0 |    0 |          0 |
|                           (rstblk)                                                                                                                    |                                                                                dbg_hub_reset_blk_ramfifo |          0 |          0 |       0 |    0 |     12 |      0 |      0 |    0 |          0 |
|                           ngwrdrst.grst.g7serrst.gwrrd_rst_sync_stage[1].rrst_inst                                                                    |                                                                                  dbg_hub_synchronizer_ff |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                           ngwrdrst.grst.g7serrst.gwrrd_rst_sync_stage[1].wrst_inst                                                                    |                                                                                dbg_hub_synchronizer_ff_0 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                           ngwrdrst.grst.g7serrst.gwrrd_rst_sync_stage[2].rrst_inst                                                                    |                                                                                dbg_hub_synchronizer_ff_1 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                           ngwrdrst.grst.g7serrst.gwrrd_rst_sync_stage[2].wrst_inst                                                                    |                                                                                dbg_hub_synchronizer_ff_2 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|             U_CMD7_CTL                                                                                                                                |                                                             dbg_hub_xsdbm_v3_0_0_ctl_reg__parameterized2 |          2 |          2 |       0 |    0 |     12 |      0 |      0 |    0 |          0 |
|             U_CMD7_STAT                                                                                                                               |                                                            dbg_hub_xsdbm_v3_0_0_stat_reg__parameterized1 |          4 |          4 |       0 |    0 |     18 |      0 |      0 |    0 |          0 |
|             U_STATIC_STATUS                                                                                                                           |                                                                    dbg_hub_xsdbm_v3_0_0_if_static_status |          7 |          7 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|           U_XSDB_ADDRESS_CONTROLLER                                                                                                                   |                                                                            dbg_hub_xsdbm_v3_0_0_addr_ctl |         17 |         17 |       0 |    0 |     19 |      0 |      0 |    0 |          0 |
|           U_XSDB_BURST_WD_LEN_CONTROLLER                                                                                                              |                                                                     dbg_hub_xsdbm_v3_0_0_burst_wdlen_ctl |         22 |         22 |       0 |    0 |     20 |      0 |      0 |    0 |          0 |
|           U_XSDB_BUS_CONTROLLER                                                                                                                       |                                                                             dbg_hub_xsdbm_v3_0_0_bus_ctl |         76 |         76 |       0 |    0 |     76 |      0 |      0 |    0 |          0 |
|             (U_XSDB_BUS_CONTROLLER)                                                                                                                   |                                                                             dbg_hub_xsdbm_v3_0_0_bus_ctl |         11 |         11 |       0 |    0 |     65 |      0 |      0 |    0 |          0 |
|             U_RD_ABORT_FLAG                                                                                                                           |                                                         dbg_hub_xsdbm_v3_0_0_bus_ctl_flg__parameterized0 |          2 |          2 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|             U_RD_REQ_FLAG                                                                                                                             |                                                                         dbg_hub_xsdbm_v3_0_0_bus_ctl_flg |          5 |          5 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|             U_TIMER                                                                                                                                   |                                                                         dbg_hub_xsdbm_v3_0_0_bus_ctl_cnt |         60 |         60 |       0 |    0 |      8 |      0 |      0 |    0 |          0 |
|           U_XSDB_BUS_MSTR2SL_PORT_IFACE                                                                                                               |                                                                      dbg_hub_xsdbm_v3_0_0_bus_mstr2sl_if |         34 |         34 |       0 |    0 |     17 |      0 |      0 |    0 |          0 |
|             (U_XSDB_BUS_MSTR2SL_PORT_IFACE)                                                                                                           |                                                                      dbg_hub_xsdbm_v3_0_0_bus_mstr2sl_if |          2 |          2 |       0 |    0 |     17 |      0 |      0 |    0 |          0 |
|             U_RD_DIN_BUS_MUX                                                                                                                          |                                                                         dbg_hub_ltlib_v1_0_0_generic_mux |         32 |         32 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         CORE_XSDB.U_ICON                                                                                                                              |                                                                                dbg_hub_xsdbm_v3_0_0_icon |         16 |         16 |       0 |    0 |     28 |      0 |      0 |    0 |          0 |
|           (CORE_XSDB.U_ICON)                                                                                                                          |                                                                                dbg_hub_xsdbm_v3_0_0_icon |          1 |          1 |       0 |    0 |      3 |      0 |      0 |    0 |          0 |
|           U_CMD                                                                                                                                       |                                                                          dbg_hub_xsdbm_v3_0_0_cmd_decode |          8 |          8 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|           U_STAT                                                                                                                                      |                                                                                dbg_hub_xsdbm_v3_0_0_stat |          5 |          5 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|           U_SYNC                                                                                                                                      |                                                                                dbg_hub_xsdbm_v3_0_0_sync |          2 |          2 |       0 |    0 |      8 |      0 |      0 |    0 |          0 |
|         SWITCH_N_EXT_BSCAN.bscan_inst                                                                                                                 |                                                                               dbg_hub_ltlib_v1_0_0_bscan |          0 |          0 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         SWITCH_N_EXT_BSCAN.bscan_switch                                                                                                               |                                                                        dbg_hub_xsdbm_v3_0_0_bscan_switch |        121 |        121 |       0 |    0 |    125 |      0 |      0 |    0 |          0 |
|   inst_dynamic                                                                                                                                        |                                                                                   design_dynamic_wrapper |      67288 |      65369 |    1916 |    3 | 116604 |     84 |      6 |    0 |          0 |
|     genblk10[0].inst_rdma_slice_array_1                                                                                                               |                                                                                      rdma_slice_array_ul |       3553 |       3553 |       0 |    0 |   6996 |      0 |      0 |    0 |          0 |
|       genblk1[0].inst_rdma_data_rd_nc                                                                                                                 |                                                                       axisr_register_slice_rdma_data_512 |        584 |        584 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|         inst                                                                                                                                          |                       axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axis_register_slice |        584 |        584 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           (inst)                                                                                                                                      |                       axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axis_register_slice |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           axisc_register_slice_0                                                                                                                      |                      axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axisc_register_slice |        584 |        584 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|       genblk1[0].inst_rdma_data_wr_nc                                                                                                                 |                                                                  axisr_register_slice_rdma_data_512_HD12 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|         inst                                                                                                                                          |                  axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axis_register_slice_HD13 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           (inst)                                                                                                                                      |                  axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axis_register_slice_HD13 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           axisc_register_slice_0                                                                                                                      |                 axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axisc_register_slice_HD14 |        584 |        584 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|       genblk1[0].inst_rdma_req_rd_nc                                                                                                                  |                                                                        axis_register_slice_rdma_96_HD133 |          8 |          8 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|         inst                                                                                                                                          |                        axis_register_slice_rdma_96_axis_register_slice_v1_1_26_axis_register_slice_HD134 |          8 |          8 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|           (inst)                                                                                                                                      |                        axis_register_slice_rdma_96_axis_register_slice_v1_1_26_axis_register_slice_HD134 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           axisc_register_slice_0                                                                                                                      |                       axis_register_slice_rdma_96_axis_register_slice_v1_1_26_axisc_register_slice_HD135 |          7 |          7 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|       genblk1[0].inst_rdma_req_wr_nc                                                                                                                  |                                                                        axis_register_slice_rdma_96_HD136 |          8 |          8 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|         inst                                                                                                                                          |                        axis_register_slice_rdma_96_axis_register_slice_v1_1_26_axis_register_slice_HD137 |          8 |          8 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|           (inst)                                                                                                                                      |                        axis_register_slice_rdma_96_axis_register_slice_v1_1_26_axis_register_slice_HD137 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           axisc_register_slice_0                                                                                                                      |                       axis_register_slice_rdma_96_axis_register_slice_v1_1_26_axisc_register_slice_HD138 |          7 |          7 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|       genblk1[1].inst_rdma_data_rd_nc                                                                                                                 |                                                                  axisr_register_slice_rdma_data_512_HD15 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|         inst                                                                                                                                          |                  axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axis_register_slice_HD16 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           (inst)                                                                                                                                      |                  axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axis_register_slice_HD16 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           axisc_register_slice_0                                                                                                                      |                 axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axisc_register_slice_HD17 |        584 |        584 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|       genblk1[1].inst_rdma_data_wr_nc                                                                                                                 |                                                                  axisr_register_slice_rdma_data_512_HD18 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|         inst                                                                                                                                          |                  axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axis_register_slice_HD19 |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           (inst)                                                                                                                                      |                  axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axis_register_slice_HD19 |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           axisc_register_slice_0                                                                                                                      |                 axisr_register_slice_rdma_data_512_axis_register_slice_v1_1_26_axisc_register_slice_HD20 |        584 |        584 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|       genblk1[1].inst_rdma_req_rd_nc                                                                                                                  |                                                                        axis_register_slice_rdma_96_HD139 |          8 |          8 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|         inst                                                                                                                                          |                        axis_register_slice_rdma_96_axis_register_slice_v1_1_26_axis_register_slice_HD140 |          8 |          8 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
